month,row,classification,boa_description,vin,vin6,boa_ending_balance,dt_2100_amount,dt_vin6,dt_description,dt_vin_extracted,dt_date,control_number
FEB26,127,matched,2025 Mazda CX5 PP XA,JM3KFBEM8S0807195,807195,36319.0,-36319.0,807195,2025 MAZDA CX-5         2/17/26  JM3KFBEM8S0807195,JM3KFBEM8S0807195,2/17/26,M21305
FEB26,128,matched,2025 Mazda MX5 GT 6P,JM1NDAD71S0659781,659781,36334.0,-36334.0,659781,2025 MAZDA MX-5 MIATA   1/05/26  JM1NDAD71S0659781,JM1NDAD71S0659781,1/05/26,M21178
FEB26,129,matched,2026 Mazda 50H PF XA,7MMVAABW7TN145876,145876,36398.0,-36398.0,145876,HILEY                  10/15/25  7MMVAABW7TN145876,7MMVAABW7TN145876,10/15/25,M20843
FEB26,130,matched,2026 Mazda C50 PR XA,7MMVABDL8TN476216,476216,36472.0,-36472.0,476216,2026 MAZDA CX-50        2/23/26  7MMVABDL8TN476216,7MMVABDL8TN476216,2/23/26,M21370
FEB26,131,matched,2025 Mazda CX5 PP XA,JM3KFBEM0S0784897,784897,36635.0,-36635.0,784897,2025 MAZDA CX-5        12/15/25  JM3KFBEM0S0784897,JM3KFBEM0S0784897,12/15/25,M21108
FEB26,132,matched,2025 Mazda CX5,JM3KFBEMXS0788164,788164,36699.0,-36699.0,788164,DENTON MAZDA            1/28/26  JM3KFBEMXS0788164,JM3KFBEMXS0788164,1/28/26,M21012
FEB26,133,matched,2025 Mazda CX5 PP XA,JM3KFBEM1S0753495,753495,36743.0,-36743.0,753495,2025 MAZDA CX-5        10/19/25  JM3KFBEM1S0753495,JM3KFBEM1S0753495,10/19/25,M20823
FEB26,134,matched,2025 Mazda CX5 PP XA,JM3KFBEM7S0789238,789238,36807.0,-36807.0,789238,2025 MAZDA CX-5        12/11/25  JM3KFBEM7S0789238,JM3KFBEM7S0789238,12/11/25,M21018
FEB26,135,matched,2025 Mazda CX5 PP XA,JM3KFBEM4S0787026,787026,36835.0,-36835.0,787026,2025 MAZDA CX-5         1/09/26  JM3KFBEM4S0787026,JM3KFBEM4S0787026,1/09/26,M21015
FEB26,136,matched,2025 Mazda CX5 PP XA,JM3KFBEM1S0807443,807443,36849.0,-36849.0,807443,2025 MAZDA CX-5         2/20/26  JM3KFBEM1S0807443,JM3KFBEM1S0807443,2/20/26,M21303
FEB26,137,matched,2025 Mazda CX5 PP XA,JM3KFBEM9S0807285,807285,36919.0,-36919.0,807285,2025 MAZDA CX-5         2/20/26  JM3KFBEM9S0807285,JM3KFBEM9S0807285,2/20/26,M21307
FEB26,138,matched,2025 Mazda CX5 PP XA,JM3KFBEM9S0805567,805567,36969.0,-36969.0,805567,2025 MAZDA CX-5         2/19/26  JM3KFBEM9S0805567,JM3KFBEM9S0805567,2/19/26,M21306
FEB26,139,matched,2026 Mazda C50,7MMVABDLXTN462754,462754,37002.0,-37002.0,462754,2026 MAZDA CX-50        2/26/26  7MMVABDLXTN462754,7MMVABDLXTN462754,2/26/26,M21402
FEB26,140,matched,2025 Mazda CX5 PP XA,JM3KFBEMXS0714968,714968,37032.0,-37032.0,714968,JM3KFBEMXS0714968,JM3KFBEMXS0714968,,M20467
FEB26,141,matched,2025 Mazda CX5 PP XA,JM3KFBEM7S0768034,768034,37305.0,-37305.0,768034,2025 MAZDA CX-5        11/08/25  JM3KFBEM7S0768034,JM3KFBEM7S0768034,11/08/25,M20919
FEB26,142,matched,2025 Mazda CX5,JM3KFBEM1S0769728,769728,37437.0,-37437.0,769728,2025 MAZDA CX-5         2/24/26  JM3KFBEM1S0769728,JM3KFBEM1S0769728,2/24/26,M21389
FEB26,143,matched,2025 Mazda CX5 PP XA,JM3KFBEM3S0784716,784716,37473.0,-37473.0,784716,2025 MAZDA CX-5        12/14/25  JM3KFBEM3S0784716,JM3KFBEM3S0784716,12/14/25,M21110
FEB26,144,matched,2025 Mazda CX5 PP XA,JM3KFBEM8S0786008,786008,37473.0,-37473.0,786008,2025 MAZDA CX-5        12/17/25  JM3KFBEM8S0786008,JM3KFBEM8S0786008,12/17/25,M21019
FEB26,145,matched,2025 Mazda 50H PR XA,7MMVAADWXSN125438,125438,38778.0,-38778.0,125438,7MMVAADWXSN125438,7MMVAADWXSN125438,,M20235
FEB26,146,matched,2026 Mazda C30 PP TXA,3MVDMBEY9TM113994,113994,39039.0,-39039.0,113994,2026 MAZDA CX-30       10/27/25  3MVDMBEY9TM113994,3MVDMBEY9TM113994,10/27/25,M20955
FEB26,147,dealertrack_only,,7MMVABCY8TN475306,475306,,-39119.0,475306,2026 MAZDA CX-50        2/23/26  7MMVABCY8TN475306,7MMVABCY8TN475306,2/23/26,M21376
FEB26,148,matched,2026 Mazda C50 25 TXA,7MMVABCYXTN476280,476280,39119.0,-39119.0,476280,2026 MAZDA CX-50        2/17/26  7MMVABCYXTN476280,7MMVABCYXTN476280,2/17/26,M21293
FEB26,149,matched,2025 Mazda CX5,JM3KFBDY5S0789341,789341,39282.0,-39282.0,789341,"LEYVA II, EVELIO RAMO   1/29/26  JM3KFBDY5S0789341",JM3KFBDY5S0789341,1/29/26,M21281
FEB26,150,matched,2026 Mazda 50H PR XA,7MMVAADW6TN149382,149382,39323.0,-39323.0,149382,DENTON MAZDA           11/08/25  7MMVAADW6TN149382,7MMVAADW6TN149382,11/08/25,M20984
FEB26,151,matched,2025 Mazda CX5 PR TXA,JM3KFBDY7S0787154,787154,39418.0,-39418.0,787154,2025 MAZDA CX-5         1/09/26  JM3KFBDY7S0787154,JM3KFBDY7S0787154,1/09/26,M21039
FEB26,152,matched,2026 Mazda 50H PR XA,7MMVAADW0TN145926,145926,39463.0,-39463.0,145926,2026 MAZDA CX-50 HYBR  11/08/25  7MMVAADW0TN145926,7MMVAADW0TN145926,11/08/25,M20847
FEB26,153,matched,2026 Mazda 50H PR XA,7MMVAADW9TN145682,145682,39479.0,-39479.0,145682,2026 MAZDA CX-50 HYBR  10/15/25  7MMVAADW9TN145682,7MMVAADW9TN145682,10/15/25,M20853
FEB26,154,matched,2026 Mazda 50H PR XA,7MMVAADW8TN145379,145379,39523.0,-39523.0,145379,HILEY SERVICE LOANER   10/14/25  7MMVAADW8TN145379,7MMVAADW8TN145379,10/14/25,M20851
FEB26,155,matched,2026 Mazda C90 SE XA,JM3KKAHD7T1361294,361294,39552.0,-39552.0,361294,HILEY SERVICE LOANER   12/03/25  JM3KKAHD7T1361294,JM3KKAHD7T1361294,12/03/25,M21083
FEB26,156,matched,2026 Mazda C50 25 TXA,7MMVABCY9TN476805,476805,39559.0,-39559.0,476805,NELSON MAZDA            2/17/26  7MMVABCY9TN476805,7MMVABCY9TN476805,2/17/26,M21377
FEB26,157,matched,2026 Mazda C90 SE XA,JM3KKAHD5T1361469,361469,39608.0,-39608.0,361469,2026 MAZDA CX-90       12/03/25  JM3KKAHD5T1361469,JM3KKAHD5T1361469,12/03/25,M21081
FEB26,158,matched,2026 Mazda C90 SE XA,JM3KKAHD2T1360778,360778,39612.0,-39612.0,360778,"WINGO, MEAGHAN         12/01/25  JM3KKAHD2T1360778",JM3KKAHD2T1360778,12/01/25,M21071
FEB26,159,matched,2026 Mazda 50H PR XA,7MMVAADW1TN145479,145479,39619.0,-39619.0,145479,HILEY                  10/14/25  7MMVAADW1TN145479,7MMVAADW1TN145479,10/14/25,M20848
FEB26,160,dealertrack_only,,7MMVABCYXTN478207,478207,,-39649.0,478207,HILEY MAZDA OF FORT W   2/23/26  7MMVABCYXTN478207,7MMVABCYXTN478207,2/23/26,M21373
FEB26,161,dealertrack_only,,7MMVABCY1TN478886,478886,,-39649.0,478886,2026 MAZDA CX-50        2/26/26  7MMVABCY1TN478886,7MMVABCY1TN478886,2/26/26,M21374
FEB26,162,matched,2026 Mazda C90 SE XA,JM3KKAHD8T1361689,361689,39740.0,-39740.0,361689,2026 MAZDA CX-90       12/01/25  JM3KKAHD8T1361689,JM3KKAHD8T1361689,12/01/25,M21073
FEB26,163,matched,2026 Mazda 50H PR XA,7MMVAADW8TN149786,149786,39853.0,-39853.0,149786,HILEY                  11/08/25  7MMVAADW8TN149786,7MMVAADW8TN149786,11/08/25,M20979
FEB26,164,matched,2026 Mazda 50H PR XA,7MMVAADW4TN149980,149980,39853.0,-39853.0,149980,2026 MAZDA CX-50 HYBR  11/13/25  7MMVAADW4TN149980,7MMVAADW4TN149980,11/13/25,M21042
FEB26,165,matched,2026 Mazda 50H PR XA,7MMVAADW8TN160741,160741,39853.0,-39853.0,160741,2026 MAZDA CX-50 HYBR   2/16/26  7MMVAADW8TN160741,7MMVAADW8TN160741,2/16/26,M21296
FEB26,166,matched,2026 Mazda 50H PR XA,7MMVAADW9TN161171,161171,39853.0,-39853.0,161171,2026 MAZDA CX-50 HYBR   2/19/26  7MMVAADW9TN161171,7MMVAADW9TN161171,2/19/26,M21383
FEB26,167,matched,2026 Mazda 50H PR XA,7MMVAADW3TN161649,161649,39853.0,-39853.0,161649,2026 MAZDA CX-50 HYBR   2/19/26  7MMVAADW3TN161649,7MMVAADW3TN161649,2/19/26,M21381
FEB26,168,dealertrack_only,,7MMVAADW1TN163030,163030,,-39893.0,163030,2026 MAZDA CX-50 HYBR   2/27/26  7MMVAADW1TN163030,7MMVAADW1TN163030,2/27/26,M21380
FEB26,169,matched,2026 Mazda C90 SE XA,JM3KKAHD7T1360906,360906,39928.0,-39928.0,360906,2026 MAZDA CX-90       12/03/25  JM3KKAHD7T1360906,JM3KKAHD7T1360906,12/03/25,M21082
FEB26,170,matched,2026 Mazda C50 25 TXA,7MMVABCY2TN473888,473888,39929.0,-39929.0,473888,2026 MAZDA CX-50        2/13/26  7MMVABCY2TN473888,7MMVABCY2TN473888,2/13/26,M21287
FEB26,171,matched,2025 Mazda CX5 PR TXA,JM3KFBDYXS0784300,784300,40018.0,-40018.0,784300,2025 MAZDA CX-5        12/22/25  JM3KFBDYXS0784300,JM3KFBDYXS0784300,12/22/25,M21114
FEB26,172,matched,2026 Mazda C50 25 TXA,7MMVABCY3TN470658,470658,40089.0,-40089.0,470658,2026 MAZDA CX-50        1/19/26  7MMVABCY3TN470658,7MMVABCY3TN470658,1/19/26,M21259
FEB26,173,matched,2026 Mazda C90 SE XA,JM3KKAHDXT1361063,361063,40120.0,-40120.0,361063,2026 MAZDA CX-90       12/03/25  JM3KKAHDXT1361063,JM3KKAHDXT1361063,12/03/25,M21079
FEB26,174,matched,2026 Mazda C90 SE XA,JM3KKAHD0T1361024,361024,40192.0,-40192.0,361024,2026 MAZDA CX-90       12/03/25  JM3KKAHD0T1361024,JM3KKAHD0T1361024,12/03/25,M21080
FEB26,175,matched,2025 Mazda 50H PP XA,7MMVAAEW2SN127618,127618,40870.0,-40870.0,127618,7MMVAAEW2SN127618,7MMVAAEW2SN127618,,M20309
FEB26,176,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN149933,149933,41886.0,-41886.0,149933,2026 MAZDA CX-50 HYBR  11/13/25  7MMVAAEW8TN149933,7MMVAAEW8TN149933,11/13/25,M21043
FEB26,177,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN150037,150037,41886.0,-41886.0,150037,2026 MAZDA CX-50 HYBR  11/18/25  7MMVAAEW7TN150037,7MMVAAEW7TN150037,11/18/25,M21046
FEB26,178,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN149423,149423,42416.0,-42416.0,149423,2026 MAZDA CX-50 HYBR  11/08/25  7MMVAAEW7TN149423,7MMVAAEW7TN149423,11/08/25,M20982
FEB26,179,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN149633,149633,42416.0,-42416.0,149633,2026 MAZDA CX-50 HYBR  11/10/25  7MMVAAEW7TN149633,7MMVAAEW7TN149633,11/10/25,M20989
FEB26,180,matched,2026 Mazda 50H PP XA,7MMVAAEW3TN150021,150021,42416.0,-42416.0,150021,2026 MAZDA CX-50 HYBR  11/14/25  7MMVAAEW3TN150021,7MMVAAEW3TN150021,11/14/25,M21047
FEB26,181,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN150113,150113,42416.0,-42416.0,150113,2026 MAZDA CX-50 HYBR  11/14/25  7MMVAAEW8TN150113,7MMVAAEW8TN150113,11/14/25,M21048
FEB26,182,matched,2026 Mazda 50H PP XA,7MMVAAEW5TN153700,153700,42416.0,-42416.0,153700,2026 MAZDA CX-50 HYBR  12/11/25  7MMVAAEW5TN153700,7MMVAAEW5TN153700,12/11/25,M21133
FEB26,183,matched,2026 Mazda 50H PP XA,7MMVAAEW9TN156387,156387,42416.0,-42416.0,156387,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEW9TN156387,7MMVAAEW9TN156387,1/05/26,M21174
FEB26,184,matched,2026 Mazda 50H PP XA,7MMVAAEW6TN156394,156394,42416.0,-42416.0,156394,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEW6TN156394,7MMVAAEW6TN156394,1/05/26,M21173
FEB26,185,matched,2026 Mazda 50H PP XA,7MMVAAEWXTN156396,156396,42416.0,-42416.0,156396,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEWXTN156396,7MMVAAEWXTN156396,1/05/26,M21172
FEB26,186,matched,2026 Mazda 50H PP XA,7MMVAAEW2TN156912,156912,42416.0,-42416.0,156912,2026 MAZDA CX-50 HYBR   1/15/26  7MMVAAEW2TN156912,7MMVAAEW2TN156912,1/15/26,M21189
FEB26,187,matched,2026 Mazda 50H PP XA,7MMVAAEW4TN157348,157348,42416.0,-42416.0,157348,D & M                   1/16/26  7MMVAAEW4TN157348,7MMVAAEW4TN157348,1/16/26,M21261
FEB26,188,matched,2026 Mazda 50H PP XA,7MMVAAEW6TN157447,157447,42416.0,-42416.0,157447,2026 MAZDA CX-50 HYBR   1/19/26  7MMVAAEW6TN157447,7MMVAAEW6TN157447,1/19/26,M21262
FEB26,189,matched,2026 Mazda 50H PP XA,7MMVAAEW3TN157454,157454,42416.0,-42416.0,157454,2026 MAZDA CX-50 HYBR   1/16/26  7MMVAAEW3TN157454,7MMVAAEW3TN157454,1/16/26,M21260
FEB26,190,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN157756,157756,42416.0,-42416.0,157756,2026 MAZDA CX-50 HYBR   1/19/26  7MMVAAEW8TN157756,7MMVAAEW8TN157756,1/19/26,M21263
FEB26,191,matched,2026 Mazda 50H PP XA,7MMVAAEWXTN160058,160058,42416.0,-42416.0,160058,2026 MAZDA CX-50 HYBR   2/12/26  7MMVAAEWXTN160058,7MMVAAEWXTN160058,2/12/26,M21289
FEB26,192,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN160793,160793,42416.0,-42416.0,160793,2026 MAZDA CX-50 HYBR   2/16/26  7MMVAAEW7TN160793,7MMVAAEW7TN160793,2/16/26,M21290
FEB26,193,matched,2025 Mazda CX5,JM3KFBXY1S0760494,760494,42808.0,-42808.0,760494,2025 MAZDA CX-5         1/03/26  JM3KFBXY1S0760494,JM3KFBXY1S0760494,1/03/26,M21158
FEB26,194,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203193,203193,42964.0,-42964.0,203193,2026 MAZDA CX-70        1/22/26  JM3KJBHD0T1203193,JM3KJBHD0T1203193,1/22/26,M21206
FEB26,195,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203419,203419,42964.0,-42964.0,203419,2026 MAZDA CX-70        1/29/26  JM3KJBHD0T1203419,JM3KJBHD0T1203419,1/29/26,M21209
FEB26,196,matched,2026 Mazda C70 PF XA,JM3KJBHD1T1203848,203848,42964.0,-42964.0,203848,2026 MAZDA CX-70        2/02/26  JM3KJBHD1T1203848,JM3KJBHD1T1203848,2/02/26,M21210
FEB26,197,matched,2026 Mazda C70 PF XA,JM3KJBHD2T1201235,201235,43488.0,-43488.0,201235,2026 MAZDA CX-70       12/03/25  JM3KJBHD2T1201235,JM3KJBHD2T1201235,12/03/25,M21075
FEB26,198,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203212,203212,43488.0,-43488.0,203212,2026 MAZDA CX-70        1/22/26  JM3KJBHD0T1203212,JM3KJBHD0T1203212,1/22/26,M21207
FEB26,199,matched,2026 Mazda C70 PF XA,JM3KJBHD3T1203267,203267,43488.0,-43488.0,203267,2026 MAZDA CX-70        2/03/26  JM3KJBHD3T1203267,JM3KJBHD3T1203267,2/03/26,M21212
FEB26,200,matched,2026 Mazda C70 PF XA,JM3KJBHD1T1203851,203851,43488.0,-43488.0,203851,2026 MAZDA CX-70        2/04/26  JM3KJBHD1T1203851,JM3KJBHD1T1203851,2/04/26,M21211
FEB26,201,matched,2026 Mazda C90 PF XA,JM3KKBHD7T1376299,376299,43766.0,-43766.0,376299,2026 MAZDA CX-90        2/26/26  JM3KKBHD7T1376299,JM3KKBHD7T1376299,2/26/26,M21267
FEB26,202,matched,2026 Mazda C90 PF XA,JM3KKBHD0T1365077,365077,43806.0,-43806.0,365077,2026 MAZDA CX-90       12/22/25  JM3KKBHD0T1365077,JM3KKBHD0T1365077,12/22/25,M21156
FEB26,203,matched,2026 Mazda C90 PF XA,JM3KKBHD4T1371853,371853,43806.0,-43806.0,371853,2026 MAZDA CX-90        1/29/26  JM3KKBHD4T1371853,JM3KKBHD4T1371853,1/29/26,M21222
FEB26,204,matched,2026 Mazda C90 PF XA,JM3KKBHD6T1373040,373040,43806.0,-43806.0,373040,"CHOWDHURY, DIDAR HOSS   2/03/26  JM3KKBHD6T1373040",JM3KKBHD6T1373040,2/03/26,M21223
FEB26,205,matched,2026 Mazda C90 PF XA,JM3KKBHD8T1368499,368499,43926.0,-43926.0,368499,HILEY LOANER            1/05/26  JM3KKBHD8T1368499,JM3KKBHD8T1368499,1/05/26,M21118
